Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,Широта,Долгота,2GIS URL
Алатау,мужская баня,Бани и сауны,"улица Ыргыз, 27",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,3.1,11,87783678613,,,,,,,,,,https://wa.me/77783678613,,,,,51.145765,71.511488,https://2gis.com/firm/70000001093312869
Эмир,банный комплекс,Бани и сауны,"переулок Балкаш, 12",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,4.9,76,87470428285,,,,,,,,https://instagram.com/banya_emir_astana,,https://wa.me/77470428285,,,,,51.156643,71.44454,https://2gis.com/firm/70000001096235041
Дастан,сауна,Бани и сауны,"проспект Шакарим Кудайбердыулы, 38а",цокольный этаж,,Аль-Фараби м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,28,87763606033,87172233346,,,,,,,,,https://wa.me/77763606033,,,,,51.155882,71.499828,https://2gis.com/firm/70000001019641140
У Реки,банный комплекс,Бани и сауны; SPA-процедуры; Массажист,"улица А-42, 10",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,34,87017777011,,,,,,,,https://instagram.com/ureki.bani.astana,,https://wa.me/77017777011,,,,,51.105715,71.502971,https://2gis.com/firm/70000001086793734
Баня семейная,,Бани и сауны,"улица Луи Пастера, 68а",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (по предварительной записи),+05:00,4.5,13,87475121273,,,,,,,,,,https://wa.me/77475121273,,,,,51.167387,71.435867,https://2gis.com/firm/70000001081088379
Сауна на березовых дровах,,Бани и сауны,"улица Нуртас Ондасынов, 53",,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,73,87172242464,87172241795,,,,,,,https://instagram.com/complex_izumrud,,https://wa.me/77019524686,,,,,51.140225,71.426428,https://2gis.com/firm/70000001063143922
Бриз,оздоровительный комплекс,Бани и сауны,"улица Шакена Айманова, 11",цокольный этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,28,87018330990,,,,,,,,,,https://wa.me/77018330990,,,,,51.181089,71.42792,https://2gis.com/firm/70000001077190173
Koricca SPA,,Бани и сауны; SPA-процедуры; Массажист; Косметолог,"проспект Женис, 53/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,4.7,33,,,,,,,,,https://instagram.com/koricca_spa,,,,,,,51.180483,71.408496,https://2gis.com/firm/70000001100327403
Береке,банный комплекс,Бани и сауны,"проспект Республики, 52/5",,,,Сарыарка район,Астана,,Астана,Казахстан,Вт: 16:00-23:00; Ср: 16:00-23:00; Чт: 16:00-23:00; Пт: 16:00-23:00; Сб: 13:00-23:00; Вс: 13:00-23:00,+05:00,4.4,25,87770590592,87789124873 (администратор),,,,,,,https://instagram.com/banymusulmanskaya.halal,,https://wa.me/77789124873,https://wa.me/77770590592,,,,51.181836,71.42669,https://2gis.com/firm/70000001028549337
077,баня,Бани и сауны,"улица Илияс Омаров, 9/2",,,Жагалау-3 жилой комплекс,Нура район,Астана,,Астана,Казахстан,Ср: 09:00-22:30; Чт: 09:00-22:30; Пт: 09:00-22:30; Сб: 09:00-22:30; Вс: 09:00-22:30 (касса: ср-вс 9:00-20:00),+05:00,4.3,161,87773187777,87172988881,,,,,,,https://instagram.com/monsha_astana,,https://wa.me/77773187777,,,,,51.133685,71.367174,https://2gis.com/firm/70000001041597003
Sauna_esil_astana,,Бани и сауны,"улица Есиль, 3",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,44,87784469789,87075094198,87782537468,,,,,,https://instagram.com/sauna_esil_astana,,https://wa.me/77784469789,https://wa.me/77782537468,https://wa.me/77075094198,,,51.143989,71.517451,https://2gis.com/firm/70000001090143388
Тянь-Шань,,Бани и сауны,"улица Мухтара Ауэзова, 30",2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,14,87782856899,,,,,,,,,,https://wa.me/77782856899,,,,,51.175566,71.422279,https://2gis.com/firm/70000001089187300
Баня на дровах,,Бани и сауны,"улица Халел Досмухамедулы, 13",,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.8,28,87056666233,87019287800,,,,,,,https://instagram.com/shubar_banya,,https://wa.me/77056666233,https://wa.me/77019287800,,,,51.143842,71.424793,https://2gis.com/firm/70000001093397447
Баня,,Бани и сауны,"улица Манатау, 19",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 18:00-02:00; Чт: 18:00-02:00; Пт: 18:00-02:00; Сб: 14:00-02:00; Вс: 14:00-02:00,+05:00,4.0,9,87788714919,,,,,,,,,,https://wa.me/77788714919,,,,,51.142324,71.478473,https://2gis.com/firm/70000001058704572
Eucalypt,,Бани и сауны,"улица Алпамыс батыр, 17",,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-02:00; Вт: 09:00-02:00; Ср: 09:00-02:00; Чт: 09:00-02:00; Пт: 09:00-02:00; Сб: 09:00-02:00; Вс: 09:00-02:00,+05:00,,,87750399999,,,,,,,,,,https://wa.me/77750399999,,,,https://t.me/+77750399999,51.142296,71.426442,https://2gis.com/firm/70000001083993878
001,баня,Бани и сауны,"улица Кордай, 42а",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-24:00; Вт: 14:00-24:00; Ср: 14:00-24:00; Чт: 14:00-24:00; Пт: 14:00-24:00; Сб: 14:00-24:00; Вс: 14:00-24:00,+05:00,4.4,113,87087058862,,,,,,,,,,https://wa.me/77087058862,,,,,51.135091,71.503874,https://2gis.com/firm/70000001080936860
Усадьба,сауна,Бани и сауны,"улица Абу Абдуллах Рудаки, 2/1",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,87764905050,,,,,,,,,,https://wa.me/77764905050,,,,,51.145737,71.479518,https://2gis.com/firm/70000001097509736
Арыстан-Рай,банный комплекс,Бани и сауны,"улица Маскеу, 18",цокольный этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,81,87014780607 (единый номер),87078911638 (единый номер),,,,http://aristanray.2gis.biz,,,https://instagram.com/sayna.ast,,https://wa.me/77014780607,,,,,51.180212,71.400887,https://2gis.com/firm/70000001027591119
Баня,,Бани и сауны,"Таха Хусейна улица, 6/5",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 13:00-01:00; Вт: 13:00-01:00; Ср: 13:00-01:00; Чт: 13:00-01:00; Пт: 13:00-01:00; Сб: 13:00-01:00; Вс: 13:00-01:00,+05:00,4.6,117,87087191630,,,,,,,,https://instagram.com/banya_ast_kaz,,https://wa.me/77087191630,,,,,51.157144,71.444502,https://2gis.com/firm/70000001067951411
Grand Par,банный клуб,Бани и сауны,"улица Мугалжар, 26/1",,,Тельман ж/м,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,55,87777772040,,,,,,,,https://instagram.com/grand_par_astana,,https://wa.me/77777772040,,,,,51.095428,71.487544,https://2gis.com/firm/70000001093312429
Семейная баня,,Бани и сауны,"улица Акарыс, 57",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00 (по предварительной записи),+05:00,4.7,51,87066965584,,,,,,,,,,https://wa.me/77066965584,,,,,51.155813,71.513485,https://2gis.com/firm/70000001081852381
Cuprum,сауна,Бани и сауны,"переулок Ташенова, 2",,,Жастар м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,8,87022063960,,,,,,,,,,https://wa.me/77022063960,,,,,51.153382,71.43743,https://2gis.com/firm/70000001067974877
Три Пескаря,банный комплекс,Бани и сауны,"улица Енлик-Кебек, 11/1",,,Коктал ж/м,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.9,56,87023689294,,,,,http://tri-peskarya.kz,,,https://instagram.com/tri_peskarya.astana,,https://wa.me/77023689294,,,,,51.173676,71.344011,https://2gis.com/firm/70000001060050936
Семейная баня,,Бани и сауны,"улица Буктырма, 6",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,4,87772878995,,,,,,,,,,https://wa.me/77772878995,,,,,51.144522,71.516839,https://2gis.com/firm/70000001082770566
Баня,,Бани и сауны,"улица Жакып Омаров, 160",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,5.0,25,87021934404,,,,,,,,,,https://wa.me/77021934404,,,,,51.171821,71.444432,https://2gis.com/firm/70000001068733912
Neos fitness,фитнес-клуб,Бани и сауны; Фитнес-клубы; Тренажёрные залы; Массажист,"Кабанбай батыр проспект, 45/1",,,,Нура район,Астана,,Астана,Казахстан,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.8,293,87784552200,87718326115,,,,http://neosfitness.taplink.kz,,,https://instagram.com/neosfitness.kz,,https://wa.me/77784552200,https://wa.me/77718326115,,,,51.11156,71.408208,https://2gis.com/firm/70000001054947968
РЕЛАКС,гостиничный комплекс,Бани и сауны; Гостиницы,"проспект Богенбай батыра, 1ж",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (сауна: пн-пт круглосуточно ),+05:00,4.2,70,87172560654,87783889418,,,,,,,,,,,,,,51.178937,71.38975,https://2gis.com/firm/70000001018112145
Баня на дровах,,Бани и сауны,"улица Сарысу, 4",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,5.0,11,87755060025,,,,,,,,,,https://wa.me/77755060025,,,,,51.178417,71.477869,https://2gis.com/firm/70000001094227627
Баня,,Бани и сауны,"улица Жанарыс, 37",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,3.0,15,87476045244 (сауна),87072104184 (баня ),,,,,,,https://instagram.com/banya_janarys_astana,,https://wa.me/77476045244,,,,,51.151898,71.513581,https://2gis.com/firm/70000001030844569
Delight Сая,гостиничный комплекс,Бани и сауны; Гостиницы,"Алиби Жангельдина улица, 4/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,52,87172555537,87172555530 (администратор),87024156570,,,,,,,,https://wa.me/77024156570,,,,,51.172155,71.409462,https://2gis.com/firm/70000001018065407
Koricca SPA,,Бани и сауны; SPA-процедуры; Массажист; Косметолог,"проспект Богенбай батыра, 56а",12 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,5.0,341,87758574628,,,,,,,,https://instagram.com/koricca_spa,,https://wa.me/77758574628,,,,,51.177074,71.427134,https://2gis.com/firm/70000001081558191
Tamsan,банный комплекс,Бани и сауны,"улица Александра Затаевича, 5/11 стр",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.8,188,87476605029,,,,,,,,https://instagram.com/tamsan.banya,,https://wa.me/77476605029,,,,,51.188115,71.400346,https://2gis.com/firm/70000001093404774
Teplo,,Бани и сауны; Базы отдыха; Банкетные залы,"Каркаралы, 11",,,,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,933,87007360292 (гостевой дом),,,,,,,,https://instagram.com/teplo_v_astane,,https://wa.me/77073777703,,,,,51.062078,71.391648,https://2gis.com/firm/70000001075020474
Баварская,сауна,Бани и сауны,"проспект Богенбай батыра, 18",5 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.9,16,87471788966,,,,,,,,,,https://wa.me/77471788966,,,,,51.175148,71.398792,https://2gis.com/firm/70000001043805348
Деревенская,сауна,Бани и сауны,"проспект Богенбай батыра, 18",5 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,2,87024155549,,,,,,,,https://instagram.com/sauna_derevenskaya,,https://wa.me/77024155549,,,,,51.175148,71.398792,https://2gis.com/firm/70000001047617161
На Ишиме,баня,Бани и сауны,"Железнодорожник 1, 340",,,ДТ Западный,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,13,87758923772,,,,,,,,https://instagram.com/rakishev_galym,,https://wa.me/77758923772,,,,,51.163222,71.360172,https://2gis.com/firm/70000001031468036
