Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,Широта,Долгота,2GIS URL
Monaco,парикмахерская,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Перманентный макияж; Эпиляция,"проспект Туран, 55/3",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,40,87781558284,87773263629 (мужской мастер),,,,,,,,,,,,,,,,,,,,https://wa.me/77781558284,https://wa.me/77773263629,,,,,,,,,,,,,,51.117449,71.398797,https://2gis.com/firm/70000001038294629
Гулзира,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Визажисты; Косметолог,"проспект Абылай хана, 27/3",11 бутик; 3 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,27,87754207050,,,,,,,,,https://instagram.com/gulzira__master,,,,,,,,,,,,https://wa.me/77754207050,,,,,,,,,,,,,,,51.157666,71.487757,https://2gis.com/firm/70000001047830429
Lady barhat beauty,студия коррекции фигуры,Ногтевые студии; Косметолог; Велнес-залы; Парикмахерские; Оформление бровей и ресниц; ВУМ гимнастика,"улица Туркестан, 34",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.0,66,87718113502,,,,,,,,,https://instagram.com/lady_barhat_beauty,,,,,,,,,,,,https://wa.me/77718113502,,,,,,,,,,,,,,,51.095675,71.42117,https://2gis.com/firm/70000001099026008
Skin and Nails,,Ногтевые студии; Эпиляция; Обучение мастеров для салонов красоты,"проспект Абая, 45/2",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00 (по предварительной записи),+05:00,5.0,23,87014764251,,,,,,http://taplink.cc/happy_nail_astana,,,https://instagram.com/skin_and_nails,,,,,,,,,,,,https://wa.me/77014764251,,,,,,https://t.me/77014764251,,,,,,,,,51.169242,71.428918,https://2gis.com/firm/70000001054337567
Салон красоты,,Ногтевые студии; Эпиляция,"улица Маскеу, 33",2 офис; 2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,21,87787348422,,,,,,,,,https://instagram.com/aliya.kuzybaeva,,,,,,,,,,,,https://wa.me/77787348422,,,,,,,,,,,,,,,51.182146,71.411129,https://2gis.com/firm/70000001090391682
Фагира,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Перманентный макияж; Эпиляция; Массажист,"проспект Абылай хана, 3/1",1 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,24,87015013808,87172291758,,,,,,,,,,,,,,,,,,,,https://wa.me/77015013808,,,,,,,,,,,,,,,51.16089,71.472298,https://2gis.com/firm/70000001024509569
Сен Сулу,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция,"улица Темирбек Жургенов, 28",цокольный этаж,,,Сарайшык район,Астана,,Астана,Казахстан,Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,4.5,47,87754027037,,,,,,,,,,,,,,,,,,,,,https://wa.me/77754027037,,,,,,,,,,,,,,,51.122853,71.504904,https://2gis.com/firm/70000001038293795
Hair VIP,салон красоты,Ногтевые студии; Парикмахерские; Косметолог; Оформление бровей и ресниц; Эпиляция; Услуги пирсинга; Массажист; Обучение мастеров для салонов красоты,"проспект Нургиса Тлендиева, 15/1",НП: 4,,,Сарыарка район,Астана,,Астана,Казахстан,Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительной записи),+05:00,4.9,119,87019018423,87172422630,,,,,,,,https://instagram.com/hairvip,,,,,,https://facebook.com/hairvipnursultan,,,,,,https://wa.me/77019018423,,,,,,https://t.me/hairvip,,,,,,,,,51.178687,71.375427,https://2gis.com/firm/70000001022730240
Сән,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Визажисты; Косметолог,"улица Караменде би Шакаулы, 7/2",цокольный этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,5.0,52,87757510235,,,,,,,,,,,,,,,,,,,,,https://wa.me/77757510235,,,,,,,,,,,,,,,51.173169,71.368714,https://2gis.com/firm/70000001097493032
nail_bakova,кабинет ногтевого сервиса,Ногтевые студии,"улица Баянауыл, 1",НП: 1,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00 (по предварительной записи),+05:00,4.7,37,87054943045,,,,,,,,,https://instagram.com/nail_bakova,,,,,,,,,,,,https://wa.me/77054943045,,,,,,,,,,,,,,,51.164518,71.433344,https://2gis.com/firm/70000001069628312
Nails_v_astane,,Ногтевые студии,"Кабанбай батыр проспект, 29",4 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+05:00,4.9,64,87477362087,,,,,,,,,https://instagram.com/nails_v_astane,,,,,,,,,,,,https://wa.me/77477362087,,,,,,,,,,,,,,,51.124233,71.411965,https://2gis.com/firm/70000001075571302
Delight,студия маникюра и ресниц,Ногтевые студии; Оформление бровей и ресниц,"проспект Сарыарка, 17",40 кабинет; 3 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,15,87077343390,,,,,,,,,https://instagram.com/_delight_nail,,,,,,,,,,,,https://wa.me/77077343390,,,,,,,,,,,,,,,51.168346,71.407716,https://2gis.com/firm/70000001063867026
Nails Гульдана,,Ногтевые студии; Оформление бровей и ресниц,"улица Шаймерден Косшыгулулы, 7",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,31,87475245688,,,,,,,,,https://instagram.com/nails.guldana,,,,,,,,,,,,https://wa.me/77475245688,,,,,,https://t.me/guldanakunafiya,,,,,,,,,51.167827,71.389893,https://2gis.com/firm/70000001047959080
salonastana_syar2,салон красоты,Ногтевые студии,"проспект Бауыржан Момышулы, 13а",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,242,87478270939,,,,,,,,,https://instagram.com/salonastana_syar2,,,,,,,,,,,,https://wa.me/77473854593,,,,,,,,,,,,,,,51.13826,71.470297,https://2gis.com/firm/70000001033539204
Di_nail_tse,студия маникюра и педикюра,Ногтевые студии; Подолог,"улица Шарль де Голль, 13",302 кабинет; 3 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,26,87789990624,,,,,,,,,https://instagram.com/di_nail_tse,,,,,,,,,,,,https://wa.me/77789990624,,,,,,,,,,,,,,,51.144004,71.45647,https://2gis.com/firm/70000001088747937
Blanche Beauty,,Ногтевые студии; Парикмахерские; Обучение мастеров для салонов красоты; Эпиляция; Визажисты,"проспект Мангилик Ел, 48",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,269,87474865865 (администратор),,,,,,http://zapis.kz/blanche-beauty,,,https://instagram.com/_blanche_beauty_,,,,,,,,,,,,https://wa.me/77474865865,,,,,,,,,,,,,,,51.097589,71.428844,https://2gis.com/firm/70000001054205752
Salon_Khanshayim,студия красоты,Ногтевые студии; Парикмахерские; Визажисты; Косметолог; Эпиляция; Оформление бровей и ресниц,"улица Сакена Сейфуллина, 47",8 бутик; 6 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,22,87015610673,87055768338,,,,,,,,https://instagram.com/salon_khanshayim,,,,,,,,,,,,https://wa.me/77015610673,https://wa.me/77055768338,,,,,,,,,,,,,,51.172982,71.437433,https://2gis.com/firm/70000001035476494
Студия Kimma,салон красоты,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц; Эпиляция; Массажист; Косметолог,"проспект Туран, 57г",НП: 5,,,Нура район,Астана,,Астана,Казахстан,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,110,87005800177,,,,,,,,,https://instagram.com/kimma_beautystudio,,,,,,,,,,,,https://wa.me/77005800177,,,,,,,,,,,,,,,51.106244,71.394989,https://2gis.com/firm/70000001094461104
Beauty Room,,Ногтевые студии; Оформление бровей и ресниц,"проспект Богенбай батыра, 62",3 бутик; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,34,87073485200,87786522539,,,,,,,,https://instagram.com/beauty_room.alem,,,,,,,,,,,,https://wa.me/77073485200,https://wa.me/77786522539,,,,,,,,,,,,,,51.177576,71.435745,https://2gis.com/firm/70000001059096994
Ноготки,кабинет маникюра,Ногтевые студии,"улица Сарайшык, 7/1",цокольный этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,12,87712653423,,,,,,,,,https://instagram.com/olesya_943,,,,,,,,,,,,https://wa.me/77712653423,,,,,,,,,,,,,,,51.136049,71.429475,https://2gis.com/firm/70000001099088510
Nazira nail,студия красоты,Ногтевые студии; Оформление бровей и ресниц,"улица Беимбет Майлин, 19",505В офис; 5 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00 (по предварительной записи),+05:00,5.0,7,87477106364,,,,,,,,,https://instagram.com/naz_sharipbek,,,,,,,,,,,,https://wa.me/77477106364,,,,,,,,,,,,,,,51.14574,71.476058,https://2gis.com/firm/70000001051080251
masterr_aida,кабинет мастера маникюра и педикюра,Ногтевые студии; Оформление бровей и ресниц,"улица Шарль де Голль, 13",302 офис; 3 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,5.0,26,87755930586,,,,,,,,,https://instagram.com/masterr_aida,,,,,,,,,,,,https://wa.me/77755930586,,,,,,,,,,,,,,,51.144004,71.45647,https://2gis.com/firm/70000001094546418
allure_lassh,,Ногтевые студии; Оформление бровей и ресниц; Перманентный макияж,"улица Кенесары, 40",316 офис; 3 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,2.5,6,87714189114,,,,,,,,,https://instagram.com/allure_lassh,,,,,,,,,,,,https://wa.me/77714189114,,,,,,,,,,,,,,,51.165737,71.432991,https://2gis.com/firm/70000001095734919
Айгуль,салон красоты,Ногтевые студии; Парикмахерские; Косметолог; Перманентный макияж,"проспект Богенбай батыра, 71",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87789177112,,,,,,,,,,,,,,,,,,,,,https://wa.me/77789177112,,,,,,,,,,,,,,,51.179459,71.436825,https://2gis.com/firm/70000001065051543
Nail_studio_aru,ногтевая студия,Ногтевые студии,"улица Беимбет Майлин, 37",705 кабинет; 7 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,34,87084881771,,,,,,,,,https://instagram.com/nail_studio_aru,,,,,,,,,,,,https://wa.me/77084881771,,,,,,,,,,,,,,,51.148562,71.486135,https://2gis.com/firm/70000001038585864
